Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Positive Regulation Of Vasculogenesis (GO:2001214)	1/9	0.04455115272986353	0.20351776587960385	0	0	24.86375	77.35404153540854	RRAS
Negative Regulation Of Cell Adhesion Mediated By Integrin (GO:0033629)	1/9	0.04455115272986353	0.20351776587960385	0	0	24.86375	77.35404153540854	SERPINE1
Response To Molecule Of Bacterial Origin (GO:0002237)	2/69	0.04760340211024601	0.20432814698044757	0	0	5.97979797979798	18.2075941419954	CXCL8;INAVA
Negative Regulation Of Extrinsic Apoptotic Signaling Pathway (GO:2001237)	2/70	0.04884597798949891	0.20432814698044757	0	0	5.8915626856803325	17.787118148623104	SERPINE1;ICAM1
Positive Regulation Of Protein Transport (GO:0051222)	2/70	0.04884597798949891	0.20432814698044757	0	0	5.8915626856803325	17.787118148623104	BMP6;EXPH5
Negative Regulation Of Hemostasis (GO:1900047)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SERPINE1
Regulation Of Dendritic Cell Differentiation (GO:2001198)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	HLA-B
Branched-Chain Amino Acid Transport (GO:0015803)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SLC6A17
Positive Regulation Of Chondrocyte Differentiation (GO:0032332)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	GDF5
Sarcoplasmic Reticulum Calcium Ion Transport (GO:0070296)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	RYR2
Epithelial Cell Apoptotic Process (GO:1904019)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	RYR2
T-Circle Formation (GO:0090656)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SLX1A
Formation Of Extrachromosomal Circular DNA (GO:0001325)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SLX1A
Telomere Maintenance Via Telomere Trimming (GO:0090737)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SLX1A
Positive Regulation Of Macrophage Differentiation (GO:0045651)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	LIF
Glycine Transport (GO:0015816)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	SLC6A17
Positive Regulation Of Post-Transcriptional Gene Silencing By RNA (GO:1900370)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	ZFP36
Induction Of Positive Chemotaxis (GO:0050930)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	CXCL8
Protein Kinase C Signaling (GO:0070528)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	MAS1
Regulation Of Cardiac Muscle Cell Apoptotic Process (GO:0010665)	1/10	0.04937832948591827	0.20432814698044757	0	0	22.1	66.48218412151981	LTK
Negative Regulation Of Cellular Response To Growth Factor Stimulus (GO:0090288)	2/71	0.050100300468292155	0.20432814698044757	0	0	5.805884936319719	17.381241886769885	TNFAIP6;CHRDL1
Transforming Growth Factor Beta Receptor Signaling Pathway (GO:0007179)	2/72	0.05136622186392169	0.20432814698044757	0	0	5.722655122655123	16.98927251303218	JUN;GDF5
Positive Regulation Of Secretion By Cell (GO:1903532)	2/73	0.052643595660352066	0.20432814698044757	0	0	5.641769810783895	16.610558974341643	BMP6;EXPH5
Negative Regulation Of Neuron Apoptotic Process (GO:0043524)	2/74	0.053932276516543254	0.20432814698044757	0	0	5.563131313131313	16.244488955234875	CCL2;RETREG1
AMP Metabolic Process (GO:0046033)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	AMPD1
Negative Regulation Of Fibrinolysis (GO:0051918)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	SERPINE1
Regulation Of Epithelial Cell Apoptotic Process (GO:1904035)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	ZFP36
Nucleotide-Binding Oligomerization Domain Containing Signaling Pathway (GO:0070423)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	INAVA
Regulation Of Ventricular Cardiac Muscle Cell Action Potential (GO:0098911)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	RYR2
Detection Of Light Stimulus Involved In Sensory Perception (GO:0050962)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	CACNA2D4
Detection Of Light Stimulus Involved In Visual Perception (GO:0050908)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	CACNA2D4
Positive Regulation Of Coagulation (GO:0050820)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	SERPINE1
Positive Regulation Of Hemostasis (GO:1900048)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	SERPINE1
Intestinal Absorption (GO:0050892)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	SLC5A1
Positive Regulation Of Vascular Permeability (GO:0043117)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	BMP6
Macrophage Chemotaxis (GO:0048246)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	CCL2
Purine Ribonucleoside Monophosphate Biosynthetic Process (GO:0009168)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	AMPD1
Purine Ribonucleoside Monophosphate Metabolic Process (GO:0009167)	1/11	0.054181359025060244	0.20432814698044757	0	0	19.889	57.98475574455278	AMPD1
Positive Regulation Of Protein Secretion (GO:0050714)	2/76	0.05654298369447659	0.20432814698044757	0	0	5.412230412230413	15.548007413847964	BMP6;EXPH5
Actomyosin Structure Organization (GO:0031032)	2/77	0.05786472504393705	0.20432814698044757	0	0	5.3397979797979795	15.216540999135935	TCAP;MYLK3
Positive Regulation Of JNK Cascade (GO:0046330)	2/77	0.05786472504393705	0.20432814698044757	0	0	5.3397979797979795	15.216540999135935	GADD45B;CCN2
Monoatomic Cation Homeostasis (GO:0055080)	2/77	0.05786472504393705	0.20432814698044757	0	0	5.3397979797979795	15.216540999135935	UNC80;BMP6
Alanine Transport (GO:0032328)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	SLC6A17
Cell-Cell Junction Maintenance (GO:0045217)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	INAVA
Positive Regulation Of Alcohol Biosynthetic Process (GO:1902932)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	BMP6
Response To Iron Ion (GO:0010039)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	BMP6
Response To Muramyl Dipeptide (GO:0032495)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	INAVA
Detection Of Bacterium (GO:0016045)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	HLA-B
Detection Of Calcium Ion (GO:0005513)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	RYR2
Positive Regulation Of Cellular Extravasation (GO:0002693)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	ICAM1
Fibrinolysis (GO:0042730)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	SERPINE1
Triglyceride Catabolic Process (GO:0019433)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	PNPLA3
Granulocyte Activation (GO:0036230)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	CXCL8
Positive Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060213)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	ZFP36
Icosanoid Secretion (GO:0032309)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	BDKRB2
Macrophage Migration (GO:1905517)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	CCL2
Negative Regulation By Host Of Viral Transcription (GO:0043922)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	JUN
Negative Regulation Of Coagulation (GO:0050819)	1/12	0.05896036082022865	0.20432814698044757	0	0	18.08	51.18248959763659	SERPINE1
Positive Regulation Of ERK1 And ERK2 Cascade (GO:0070374)	3/179	0.06223044131750286	0.21081162493159641	0	0	3.430484693877551	9.526150643029677	CCL2;CCN2;ICAM1
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway (GO:0002484)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	HLA-B
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class I Via ER Pathway, TAP-independent (GO:0002486)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	HLA-B
Antigen Processing And Presentation Of Endogenous Peptide Antigen Via MHC Class Ib (GO:0002476)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	HLA-B
Negative Regulation Of Viral Transcription (GO:0032897)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	ZFP36
Antigen Processing And Presentation Of Peptide Antigen Via MHC Class Ib (GO:0002428)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	HLA-B
Cardiac Left Ventricle Morphogenesis (GO:0003214)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	RYR2
Peptidyl-Tyrosine Autophosphorylation (GO:0038083)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	LTK
Regulation Of Short-Term Neuronal Synaptic Plasticity (GO:0048172)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	SHISA6
Regulation Of Vasculogenesis (GO:2001212)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	RRAS
Negative Regulation Of Cartilage Development (GO:0061037)	1/13	0.06371545380395265	0.21081162493159641	0	0	16.5725	45.62953064886561	GDF5
Sodium Ion Transmembrane Transport (GO:0035725)	2/82	0.06463171063341244	0.21279281159747448	0	0	5.00479797979798	13.708392466882387	SLC6A17;SLC5A1
Vascular Transport (GO:0010232)	2/83	0.06601580122599587	0.21279281159747448	0	0	4.942760942760943	13.4337379553663	SLC6A17;SLC5A1
Negative Regulation Of Smooth Muscle Cell Migration (GO:0014912)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	SERPINE1
Regulation Of Macrophage Differentiation (GO:0045649)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	LIF
Regulation Of Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0060211)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	ZFP36
Cardiac Cell Development (GO:0055006)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	TCAP
Endoderm Development (GO:0007492)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	DUSP2
Smooth Muscle Contraction (GO:0006939)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	BDKRB2
Establishment Of Chromosome Localization (GO:0051303)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	GEM
Positive Regulation Of Nuclear-Transcribed mRNA Catabolic Process, Deadenylation-Dependent Decay (GO:1900153)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	ZFP36
Hyaluronan Metabolic Process (GO:0030212)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	TNFAIP6
miRNA-mediated Gene Silencing By Inhibition Of Translation (GO:0035278)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	ZFP36
Monosaccharide Transmembrane Transport (GO:0015749)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	SLC5A1
Negative Regulation Of Chondrocyte Differentiation (GO:0032331)	1/14	0.06844675632813549	0.21279281159747448	0	0	15.296923076923077	41.02174509036264	GDF5
Regulation Of Osteoblast Differentiation (GO:0045667)	2/85	0.06881359579022807	0.21279281159747448	0	0	4.8231714737738836	12.90851397874949	TNFAIP6;BMP6
Epidermis Development (GO:0008544)	2/85	0.06881359579022807	0.21279281159747448	0	0	4.8231714737738836	12.90851397874949	EMP1;CCN2
Transport Across Blood-Brain Barrier (GO:0150104)	2/85	0.06881359579022807	0.21279281159747448	0	0	4.8231714737738836	12.90851397874949	SLC6A17;SLC5A1
Negative Regulation Of Neuron Death (GO:1901215)	2/88	0.0730823402282584	0.21465784235098004	0	0	4.654216584449142	12.176214937500554	CCL2;RETREG1
3'-UTR-mediated mRNA Destabilization (GO:0061158)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	ZFP36
Regulation Of Clathrin-Dependent Endocytosis (GO:2000369)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	SNAP91
DNA Double-Strand Break Processing (GO:0000729)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	SLX1A
Regulation Of Hormone Secretion (GO:0046883)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	LIF
Negative Regulation Of Protein Processing (GO:0010955)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	SERPINE1
Negative Regulation Of Telomere Maintenance (GO:0032205)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	SLX1A
Regulation Of miRNA-mediated Gene Silencing (GO:0060964)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	ZFP36
Cellular Response To Corticosteroid Stimulus (GO:0071384)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	ZFP36
Cellular Response To Estrogen Stimulus (GO:0071391)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	ARID5A
Positive Regulation Of Endothelial Cell Apoptotic Process (GO:2000353)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	CCL2
Vasodilation (GO:0042311)	1/15	0.07315438617147402	0.21465784235098004	0	0	14.20357142857143	37.14494126610284	BDKRB2
Sodium Ion Transport (GO:0006814)	2/89	0.07452394824281679	0.21465784235098004	0	0	4.600487634970394	11.945786070618592	SLC6A17;SLC5A1
Regulation Of Peptidyl-Tyrosine Phosphorylation (GO:0050730)	2/90	0.0759746888867694	0.21465784235098004	0	0	4.547979797979798	11.721758631991952	LIF;BMP6
Regulation Of Fibrinolysis (GO:0051917)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	SERPINE1
Negative Regulation Of Natural Killer Cell Mediated Cytotoxicity (GO:0045953)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	HLA-B
Nuclear Chromosome Segregation (GO:0098813)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	GEM
Regulation Of Plasminogen Activation (GO:0010755)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	SERPINE1
Oligodendrocyte Development (GO:0014003)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	PRDM8
Cell Communication By Electrical Coupling Involved In Cardiac Conduction (GO:0086064)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	RYR2
Positive Regulation By Host Of Viral Transcription (GO:0043923)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	JUN
Reticulophagy (GO:0061709)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	RETREG1
Establishment Of Protein Localization To Endoplasmic Reticulum (GO:0072599)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	RYR2
Positive Regulation Of Positive Chemotaxis (GO:0050927)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	CXCL8
Innate Immune Response-Activating Signaling Pathway (GO:0002758)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	INAVA
Protein Localization To Endoplasmic Reticulum (GO:0070972)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	RYR2
Mitochondrial Electron Transport, Cytochrome C To Oxygen (GO:0006123)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	COX6A2
Regulation Of NMDA Receptor Activity (GO:2000310)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	CCL2
Regulation Of Cardiac Muscle Contraction By Regulation Of The Release Of Sequestered Calcium Ion (GO:0010881)	1/16	0.0778384605524974	0.21465784235098004	0	0	13.256	33.8441536611758	RYR2
Positive Regulation Of Neuron Projection Development (GO:0010976)	2/92	0.07890306183959435	0.21465784235098004	0	0	4.446464646464647	11.291953686667524	LTK;ZNF804A
Negative Regulation Of Nucleic Acid-Templated Transcription (GO:1903507)	5/456	0.08127197537093661	0.21465784235098004	0	0	2.2459349593495936	5.637193498379652	TCEAL7;PER1;JUN;BHLHE40;ARID5A
G Protein-Coupled Acetylcholine Receptor Signaling Pathway (GO:0007213)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	CHRM5
Negative Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904706)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	CNN1
Cell Migration Involved In Sprouting Angiogenesis (GO:0002042)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	NR4A1
Regulation Of Single Stranded Viral RNA Replication Via Double Stranded DNA Intermediate (GO:0045091)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	CXCL8
Cellular Response To Alkaloid (GO:0071312)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	RYR2
Cellular Response To Glucocorticoid Stimulus (GO:0071385)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	ZFP36
Regulation Of Telomere Maintenance Via Telomere Lengthening (GO:1904356)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	SLX1A
Regulation Of Viral Transcription (GO:0046782)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	ZFP36
Positive Regulation Of SMAD Protein Signal Transduction (GO:0060391)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	BMP6
Positive Regulation Of Cartilage Development (GO:0061036)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	GDF5
Positive Regulation Of Cell Adhesion Mediated By Integrin (GO:0033630)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	LIF
Detection Of Visible Light (GO:0009584)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	CACNA2D4
Embryonic Heart Tube Development (GO:0035050)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	RYR2
Positive Regulation Of Heart Rate (GO:0010460)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	RYR2
Triglyceride Biosynthetic Process (GO:0019432)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	PNPLA3
Ventricular Cardiac Muscle Cell Action Potential (GO:0086005)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	RYR2
Positive Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033141)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	LIF
Microtubule Depolymerization (GO:0007019)	1/17	0.0824990961274289	0.21465784235098004	0	0	12.426875	31.004654740919353	KIF19
Positive Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090100)	2/95	0.08336097865187644	0.21555658834992425	0	0	4.30237862495927	10.689582204230646	GDF5;BMP6
Cellular Response To Transforming Growth Factor Beta Stimulus (GO:0071560)	2/96	0.08486388748928295	0.21555658834992425	0	0	4.256393724478831	10.499274618514747	JUN;GDF5
Regulation Of Angiogenesis (GO:0045765)	3/205	0.08547907826567039	0.21555658834992425	0	0	2.9849969690846634	7.341551185929343	CXCL8;RRAS;SERPINE1
3'-UTR-mediated mRNA Stabilization (GO:0070935)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	ZFP36
Regulation Of Epidermal Cell Differentiation (GO:0045604)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	ZFP36
Neutrophil Activation (GO:0042119)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	CXCL8
Regulation Of Peptidyl-Serine Phosphorylation Of STAT Protein (GO:0033139)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	LIF
Regulation Of Vascular Endothelial Cell Proliferation (GO:1905562)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	CCL2
Renal Absorption (GO:0070293)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	SLC5A1
Detection Of Mechanical Stimulus (GO:0050982)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	TCAP
Epithelial Cell Development (GO:0002064)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	EXPH5
Positive Regulation Of Monocyte Chemotaxis (GO:0090026)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	SERPINE1
Positive Regulation Of Neutrophil Chemotaxis (GO:0090023)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	CXCL8
Positive Regulation Of Stress-Activated Protein Kinase Signaling Cascade (GO:0070304)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	INAVA
Maintenance Of Gastrointestinal Epithelium (GO:0030277)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	INAVA
Regulation Of Cell-Cell Adhesion Mediated By Cadherin (GO:2000047)	1/18	0.0871364089944587	0.21555658834992425	0	0	11.695294117647059	28.539797811620943	BMP6
Negative Regulation Of Cell Differentiation (GO:0045596)	3/207	0.08740229826128769	0.21555658834992425	0	0	2.9554321728691475	7.20307889205848	TNFAIP6;GDF5;HOPX
MAPK Cascade (GO:0000165)	2/98	0.0878943838556413	0.2161072924157052	0	0	4.16729797979798	10.133282483069117	ZFP36;CCL2
Antimicrobial Humoral Response (GO:0019730)	2/100	0.09095699139659444	0.22086052027975223	0	0	4.081838796124511	9.785671777221246	CXCL8;CXCL5
Negative Regulation Of Transcription By RNA Polymerase II (GO:0000122)	7/763	0.09137172030856464	0.22086052027975223	0	0	1.8856382978723405	4.511991625629004	PER1;ZFP36;JUN;BHLHE40;ARID5A;ATF3;BMP6
Oligodendrocyte Differentiation (GO:0048709)	1/19	0.09175051464357865	0.22086052027975223	0	0	11.045	26.38299470978668	PRDM8
Regulation Of Smooth Muscle Cell Migration (GO:0014910)	1/19	0.09175051464357865	0.22086052027975223	0	0	11.045	26.38299470978668	SERPINE1
Skeletal Muscle Contraction (GO:0003009)	1/19	0.09175051464357865	0.22086052027975223	0	0	11.045	26.38299470978668	TCAP
Eye Morphogenesis (GO:0048592)	1/19	0.09175051464357865	0.22086052027975223	0	0	11.045	26.38299470978668	MFAP5
Water Transport (GO:0006833)	1/19	0.09175051464357865	0.22086052027975223	0	0	11.045	26.38299470978668	SLC5A1
Hemopoiesis (GO:0030097)	2/101	0.09250004286068417	0.222000102865642	0	0	4.040404040404041	9.618368368101484	MFAP5;RRAS
Regulation Of Cell Population Proliferation (GO:0042127)	7/766	0.09281509357729918	0.22209325963139445	0	0	1.877890841813136	4.464020714523554	JUN;LTK;CXCL8;EGR4;LIF;BMP6;CXCL5
Regulation Of Protein Secretion (GO:0050708)	2/102	0.09405077122227563	0.22386875306850057	0	0	3.9997979797979797	9.45520453285114	BMP6;EXPH5
Positive Regulation Of Gene Expression (GO:0010628)	5/480	0.09593784599586139	0.22386875306850057	0	0	2.1298245614035087	4.992425347314077	MYLK2;CXCL8;ZNF804A;ACTG2;BMP6
Nuclear-Transcribed mRNA poly(A) Tail Shortening (GO:0000289)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	ZFP36
Calcium-Mediated Signaling Using Intracellular Calcium Source (GO:0035584)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	RYR2
Regulation Of Smooth Muscle Contraction (GO:0006940)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	CNN1
Endothelial Cell Development (GO:0001885)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	ICAM1
Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	JUN
Lipopolysaccharide-Mediated Signaling Pathway (GO:0031663)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	CCL2
Regulation Of Calcium Ion Import (GO:0090279)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	CCL2
Regulation Of Cardiac Muscle Contraction By Calcium Ion Signaling (GO:0010882)	1/20	0.09634152806181742	0.22386875306850057	0	0	10.463157894736842	24.48228086178406	RYR2
Positive Regulation Of Cell Population Proliferation (GO:0008284)	5/483	0.09786087399292623	0.22536469213982746	0	0	2.1161305788005578	4.9183285981721205	EGR4;S100A6;LIF;BMP6;CXCL5
Regulation Of Neuron Apoptotic Process (GO:0043523)	2/105	0.09874787273969121	0.22536469213982746	0	0	3.882710601157203	8.98919496343208	CCL2;RETREG1
Negative Regulation Of Interleukin-2 Production (GO:0032703)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	ZFP36
Negative Regulation Of Osteoclast Differentiation (GO:0045671)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	TNFAIP6
Antigen Processing And Presentation Of Endogenous Peptide Antigen (GO:0002483)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	HLA-B
Chaperone-Mediated Protein Complex Assembly (GO:0051131)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	HOPX
Response To Cadmium Ion (GO:0046686)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	JUN
Positive Regulation Of Blood Coagulation (GO:0030194)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	SERPINE1
Sodium Ion Import Across Plasma Membrane (GO:0098719)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	SLC5A1
Positive Regulation Of Granulocyte Chemotaxis (GO:0071624)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	CXCL8
Positive Regulation Of Heart Contraction (GO:0045823)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	RYR2
Macrophage Differentiation (GO:0030225)	1/21	0.10090956364469886	0.22536469213982746	0	0	9.9395	22.79654712752873	LIF
